Date,State,Total Flu Tests,Positive Flu Tests,Total Patients,Patients with ILI,ILINet Providers,COVID Cases,COVID Deaths
2012-11-17,Nebraska,48,1,3389,105,15,0,0
2012-11-24,Nebraska,49,5,2958,63,16,0,0
2012-12-01,Nebraska,49,13,3985,130,16,0,0
2012-12-08,Nebraska,71,26,4050,92,16,0,0
2012-12-15,Nebraska,118,49,3428,97,14,0,0
2012-12-22,Nebraska,115,52,3859,263,15,0,0
2012-12-29,Nebraska,138,54,2681,272,15,0,0
2013-01-05,Nebraska,124,51,3710,321,17,0,0
2013-01-12,Nebraska,169,70,4494,454,17,0,0
2013-01-19,Nebraska,176,82,4376,412,17,0,0
2013-01-26,Nebraska,155,54,4113,398,16,0,0
2013-02-02,Nebraska,156,59,3477,305,16,0,0
2013-02-09,Nebraska,122,46,3554,223,16,0,0
2013-02-16,Nebraska,114,28,3371,197,16,0,0
2013-02-23,Nebraska,72,6,2961,166,15,0,0
2013-03-02,Nebraska,56,7,3259,152,15,0,0
2013-03-09,Nebraska,36,4,3293,101,15,0,0
2013-03-16,Nebraska,49,3,3119,121,15,0,0
2013-03-23,Nebraska,37,3,3057,94,15,0,0
2013-03-30,Nebraska,24,0,2604,87,13,0,0
2013-04-06,Nebraska,18,0,2668,71,13,0,0
2013-04-13,Nebraska,32,1,2492,52,13,0,0
2013-04-20,Nebraska,26,1,2202,66,12,0,0
2013-04-27,Nebraska,17,0,2623,64,13,0,0
2013-05-04,Nebraska,16,0,2196,52,12,0,0
2013-05-11,Nebraska,12,0,1856,41,11,0,0
2013-05-18,Nebraska,11,0,1891,44,11,0,0
2013-05-25,Nebraska,17,0,1930,48,11,0,0
2013-06-01,Nebraska,14,0,1064,30,10,0,0
2013-06-08,Nebraska,20,0,1395,5,10,0,0
2013-06-15,Nebraska,0,0,961,3,9,0,0
2013-06-22,Nebraska,15,0,935,8,8,0,0
2013-06-29,Nebraska,11,0,911,4,9,0,0
2013-07-06,Nebraska,13,0,595,2,8,0,0
2013-07-13,Nebraska,14,0,793,3,9,0,0
2013-07-20,Nebraska,21,0,816,4,8,0,0
2013-07-27,Nebraska,0,0,888,8,7,0,0
2013-08-03,Nebraska,14,0,717,4,8,0,0
2013-08-10,Nebraska,18,0,1199,58,8,0,0
2013-08-17,Nebraska,24,1,1597,47,9,0,0
2013-08-24,Nebraska,16,0,1554,46,9,0,0
2013-08-31,Nebraska,23,0,1048,8,8,0,0
2013-09-07,Nebraska,24,0,1413,49,10,0,0
2013-09-14,Nebraska,33,0,1552,77,9,0,0
2013-09-21,Nebraska,34,0,1451,56,8,0,0
2013-09-28,Nebraska,31,0,1488,70,9,0,0
2013-10-05,Nebraska,41,2,2343,11,15,0,0
2013-10-12,Nebraska,26,0,2500,19,15,0,0
2013-10-19,Nebraska,40,2,2384,19,15,0,0
2013-10-26,Nebraska,34,0,2427,23,15,0,0
2013-11-02,Nebraska,50,1,2329,11,15,0,0
2013-11-09,Nebraska,61,3,2752,19,16,0,0
2013-11-16,Nebraska,39,5,2623,25,16,0,0
2013-11-23,Nebraska,36,4,2502,17,16,0,0
2013-11-30,Nebraska,47,7,1888,17,16,0,0
2013-12-07,Nebraska,48,10,2665,19,16,0,0
2013-12-14,Nebraska,57,21,2334,21,15,0,0
2013-12-21,Nebraska,70,19,2544,30,16,0,0
2013-12-28,Nebraska,74,24,1530,24,15,0,0
2014-01-04,Nebraska,91,23,1864,35,15,0,0
2014-01-11,Nebraska,121,49,2531,45,15,0,0
2014-01-18,Nebraska,132,43,2629,52,14,0,0
2014-01-25,Nebraska,103,23,2608,65,15,0,0
2014-02-01,Nebraska,103,21,2685,55,15,0,0
2014-02-08,Nebraska,76,13,2507,50,15,0,0
2014-02-15,Nebraska,77,6,2561,31,15,0,0
2014-02-22,Nebraska,48,4,2475,20,15,0,0
2014-03-01,Nebraska,74,5,2610,15,15,0,0
2014-03-08,Nebraska,65,8,2673,26,16,0,0
2014-03-15,Nebraska,72,7,2651,29,15,0,0
2014-03-22,Nebraska,41,3,2675,20,15,0,0
2014-03-29,Nebraska,39,3,2701,12,15,0,0
2014-04-05,Nebraska,41,9,2604,17,15,0,0
2014-04-12,Nebraska,41,4,2651,18,15,0,0
2014-04-19,Nebraska,44,3,2548,13,15,0,0
2014-04-26,Nebraska,28,4,2466,10,15,0,0
2014-05-03,Nebraska,25,4,2120,5,14,0,0
2014-05-10,Nebraska,36,1,1700,11,11,0,0
2014-05-17,Nebraska,15,0,1605,7,11,0,0
2014-05-24,Nebraska,23,1,1350,9,10,0,0
2014-05-31,Nebraska,29,1,1241,7,10,0,0
2014-06-07,Nebraska,21,0,740,10,8,0,0
2014-06-14,Nebraska,24,0,1225,3,9,0,0
2014-06-21,Nebraska,20,1,1159,9,9,0,0
2014-06-28,Nebraska,35,0,812,6,8,0,0
2014-07-05,Nebraska,45,0,675,8,8,0,0
2014-07-12,Nebraska,17,0,995,4,9,0,0
2014-07-19,Nebraska,24,0,945,7,9,0,0
2014-07-26,Nebraska,19,0,890,7,9,0,0
2014-08-02,Nebraska,20,0,929,7,9,0,0
2014-08-09,Nebraska,19,0,648,6,8,0,0
2014-08-16,Nebraska,24,1,1165,8,9,0,0
2014-08-23,Nebraska,21,0,1071,13,9,0,0
2014-08-30,Nebraska,20,0,1093,12,8,0,0
2014-09-06,Nebraska,23,0,834,9,7,0,0
2014-09-13,Nebraska,41,0,1111,21,8,0,0
2014-09-20,Nebraska,23,0,1036,15,7,0,0
2014-09-27,Nebraska,32,0,1037,11,7,0,0
2014-10-04,Nebraska,43,2,2696,17,16,0,0
2014-10-11,Nebraska,57,2,2697,20,15,0,0
2014-10-18,Nebraska,58,2,3039,26,16,0,0
2014-10-25,Nebraska,59,0,2637,14,16,0,0
2014-11-01,Nebraska,68,0,2619,11,16,0,0
2014-11-08,Nebraska,61,2,2382,7,15,0,0
2014-11-15,Nebraska,78,4,2629,18,15,0,0
2014-11-22,Nebraska,78,7,2809,19,16,0,0
2014-11-29,Nebraska,74,8,2063,18,16,0,0
2014-12-06,Nebraska,109,37,2832,32,16,0,0
2014-12-13,Nebraska,223,72,2655,37,15,0,0
2014-12-20,Nebraska,253,105,2599,67,15,0,0
2014-12-27,Nebraska,341,119,1806,89,16,0,0
2015-01-03,Nebraska,293,79,2145,76,16,0,0
2015-01-10,Nebraska,285,89,2869,81,15,0,0
2015-01-17,Nebraska,311,91,2795,71,15,0,0
2015-01-24,Nebraska,248,80,2823,164,14,0,0
2015-01-31,Nebraska,258,58,2608,106,13,0,0
2015-02-07,Nebraska,191,28,2567,72,15,0,0
2015-02-14,Nebraska,145,23,2755,47,15,0,0
2015-02-21,Nebraska,132,20,2917,45,15,0,0
2015-02-28,Nebraska,113,15,2832,42,15,0,0
2015-03-07,Nebraska,132,30,2742,48,15,0,0
2015-03-14,Nebraska,144,22,2723,60,15,0,0
2015-03-21,Nebraska,117,21,2824,65,15,0,0
2015-03-28,Nebraska,108,16,2797,67,15,0,0
2015-04-04,Nebraska,91,5,2536,53,15,0,0
2015-04-11,Nebraska,82,6,2644,34,14,0,0
2015-04-18,Nebraska,55,5,2805,27,15,0,0
2015-04-25,Nebraska,61,2,2386,19,14,0,0
2015-05-02,Nebraska,58,2,2208,15,12,0,0
2015-05-09,Nebraska,32,0,2037,19,12,0,0
2015-05-16,Nebraska,36,0,1651,15,10,0,0
2015-05-23,Nebraska,38,0,1627,10,10,0,0
2015-05-30,Nebraska,34,1,1586,10,10,0,0
2015-06-06,Nebraska,27,1,1608,11,11,0,0
2015-06-13,Nebraska,39,0,1499,10,10,0,0
2015-06-20,Nebraska,47,0,1873,9,11,0,0
2015-06-27,Nebraska,16,0,1960,11,11,0,0
2015-07-04,Nebraska,32,0,1608,6,11,0,0
2015-07-11,Nebraska,21,0,1363,5,9,0,0
2015-07-18,Nebraska,33,1,1392,13,10,0,0
2015-07-25,Nebraska,0,0,1273,10,10,0,0
2015-08-01,Nebraska,19,0,1321,11,9,0,0
2015-08-08,Nebraska,24,0,1082,11,9,0,0
2015-08-15,Nebraska,35,0,1338,6,9,0,0
2015-08-22,Nebraska,40,1,1276,10,9,0,0
2015-08-29,Nebraska,39,0,1640,10,10,0,0
2015-09-05,Nebraska,52,1,1576,8,10,0,0
2015-09-12,Nebraska,47,1,1340,11,10,0,0
2015-09-19,Nebraska,39,0,1572,9,10,0,0
2015-09-26,Nebraska,52,0,1526,11,9,0,0
2015-10-03,Nebraska,43,0,1340,16,9,0,0
2015-10-10,Nebraska,38,0,2798,12,16,0,0
2015-10-17,Nebraska,55,2,3542,16,16,0,0
2015-10-24,Nebraska,60,0,3211,16,16,0,0
2015-10-31,Nebraska,54,1,3619,12,17,0,0
2015-11-07,Nebraska,79,1,3676,18,17,0,0
2015-11-14,Nebraska,71,0,3535,20,17,0,0
2015-11-21,Nebraska,49,0,3580,33,17,0,0
2015-11-28,Nebraska,49,0,2438,17,17,0,0
2015-12-05,Nebraska,63,0,3426,12,16,0,0
2015-12-12,Nebraska,72,0,3121,26,17,0,0
2015-12-19,Nebraska,62,0,3300,18,17,0,0
2015-12-26,Nebraska,45,1,2174,10,17,0,0
2016-01-02,Nebraska,69,0,2137,9,17,0,0
2016-01-09,Nebraska,60,0,3400,18,16,0,0
2016-01-16,Nebraska,63,0,3413,18,17,0,0
2016-01-23,Nebraska,71,2,3348,11,17,0,0
2016-01-30,Nebraska,100,2,3441,14,17,0,0
2016-02-06,Nebraska,93,3,2745,12,16,0,0
2016-02-13,Nebraska,114,11,3549,25,17,0,0
2016-02-20,Nebraska,124,8,3433,24,17,0,0
2016-02-27,Nebraska,150,20,3481,35,16,0,0
2016-03-05,Nebraska,170,24,3561,53,17,0,0
2016-03-12,Nebraska,170,31,3479,56,16,0,0
2016-03-19,Nebraska,146,20,3429,29,17,0,0
2016-03-26,Nebraska,137,20,3043,32,16,0,0
2016-04-02,Nebraska,145,31,3403,37,17,0,0
2016-04-09,Nebraska,105,16,3560,26,16,0,0
2016-04-16,Nebraska,86,14,3383,16,16,0,0
2016-04-23,Nebraska,67,11,3428,12,16,0,0
2016-04-30,Nebraska,84,13,3350,20,16,0,0
2016-05-07,Nebraska,65,7,3166,11,15,0,0
2016-05-14,Nebraska,56,5,2972,10,14,0,0
2016-05-21,Nebraska,40,1,2268,9,12,0,0
2016-05-28,Nebraska,26,1,1691,4,10,0,0
2016-06-04,Nebraska,23,2,1418,8,10,0,0
2016-06-11,Nebraska,25,0,1826,7,10,0,0
2016-06-18,Nebraska,32,0,1880,5,10,0,0
2016-06-25,Nebraska,28,0,1443,8,8,0,0
2016-07-02,Nebraska,32,1,1738,11,10,0,0
2016-07-09,Nebraska,23,1,1401,6,10,0,0
2016-07-16,Nebraska,20,0,1894,7,11,0,0
2016-07-23,Nebraska,28,1,2041,3,10,0,0
2016-07-30,Nebraska,21,0,1970,4,11,0,0
2016-08-06,Nebraska,23,0,2101,8,11,0,0
2016-08-13,Nebraska,29,0,1792,6,9,0,0
2016-08-20,Nebraska,19,0,1697,6,10,0,0
2016-08-27,Nebraska,25,0,1893,6,9,0,0
2016-09-03,Nebraska,30,0,2028,8,11,0,0
2016-09-10,Nebraska,27,1,1847,7,11,0,0
2016-09-17,Nebraska,27,0,2098,8,11,0,0
2016-09-24,Nebraska,17,0,1837,8,9,0,0
2016-10-01,Nebraska,29,0,1815,4,8,0,0
2016-10-08,Nebraska,54,0,3282,11,14,0,0
2016-10-15,Nebraska,60,0,2756,7,13,0,0
2016-10-22,Nebraska,84,1,3225,9,15,0,0
2016-10-29,Nebraska,79,0,3173,5,14,0,0
2016-11-05,Nebraska,103,0,3363,14,15,0,0
2016-11-12,Nebraska,81,0,3419,20,14,0,0
2016-11-19,Nebraska,74,0,3173,13,15,0,0
2016-11-26,Nebraska,95,1,2097,12,14,0,0
2016-12-03,Nebraska,88,1,3642,29,15,0,0
2016-12-10,Nebraska,110,5,3214,15,13,0,0
2016-12-17,Nebraska,106,2,3211,16,12,0,0
2016-12-24,Nebraska,150,9,2864,27,13,0,0
2016-12-31,Nebraska,160,10,2395,24,13,0,0
2017-01-07,Nebraska,171,18,2772,41,14,0,0
2017-01-14,Nebraska,178,33,2992,49,14,0,0
2017-01-21,Nebraska,192,44,2893,83,13,0,0
2017-01-28,Nebraska,213,53,3068,80,13,0,0
2017-02-04,Nebraska,251,70,3310,106,13,0,0
2017-02-11,Nebraska,286,84,3164,132,14,0,0
2017-02-18,Nebraska,322,94,3005,69,13,0,0
2017-02-25,Nebraska,329,112,2892,56,14,0,0
2017-03-04,Nebraska,212,56,3379,42,13,0,0
2017-03-11,Nebraska,202,43,2907,45,13,0,0
2017-03-18,Nebraska,192,48,2866,57,13,0,0
2017-03-25,Nebraska,177,36,3240,44,13,0,0
2017-04-01,Nebraska,154,32,2926,26,12,0,0
2017-04-08,Nebraska,172,28,3043,27,13,0,0
2017-04-15,Nebraska,141,28,2518,16,12,0,0
2017-04-22,Nebraska,119,11,2711,7,12,0,0
2017-04-29,Nebraska,115,8,2293,8,11,0,0
2017-05-06,Nebraska,78,2,2251,6,11,0,0
2017-05-13,Nebraska,89,2,2293,6,11,0,0
2017-05-20,Nebraska,84,3,1557,7,10,0,0
2017-05-27,Nebraska,91,1,1553,1,9,0,0
2017-06-03,Nebraska,48,0,1041,2,8,0,0
2017-06-10,Nebraska,63,2,1705,6,10,0,0
2017-06-17,Nebraska,57,1,1625,6,9,0,0
2017-06-24,Nebraska,67,1,1689,4,9,0,0
2017-07-01,Nebraska,39,0,1680,7,9,0,0
2017-07-08,Nebraska,39,0,1173,2,9,0,0
2017-07-15,Nebraska,29,0,1570,3,9,0,0
2017-07-22,Nebraska,50,0,1721,4,9,0,0
2017-07-29,Nebraska,46,1,1484,0,8,0,0
2017-08-05,Nebraska,38,1,1757,16,9,0,0
2017-08-12,Nebraska,35,0,1715,9,9,0,0
2017-08-19,Nebraska,59,0,1508,3,8,0,0
2017-08-26,Nebraska,63,0,1234,12,8,0,0
2017-09-02,Nebraska,69,0,1334,9,7,0,0
2017-09-09,Nebraska,74,0,617,8,6,0,0
2017-09-16,Nebraska,84,0,1418,6,7,0,0
2017-09-23,Nebraska,78,1,1293,12,7,0,0
2017-09-30,Nebraska,55,0,1418,10,8,0,0
2017-10-07,Nebraska,94,1,8409,108,48,0,0
2017-10-14,Nebraska,82,1,8985,119,48,0,0
2017-10-21,Nebraska,119,2,11313,206,48,0,0
2017-10-28,Nebraska,113,1,10960,208,48,0,0
2017-11-04,Nebraska,114,1,10668,223,48,0,0
2017-11-11,Nebraska,131,4,5629,145,48,0,0
2017-11-18,Nebraska,133,9,8820,232,48,0,0
2017-11-25,Nebraska,114,4,8056,260,49,0,0
2017-12-02,Nebraska,147,10,10282,241,48,0,0
2017-12-09,Nebraska,173,20,8899,217,49,0,0
2017-12-16,Nebraska,225,24,9035,298,49,0,0
2017-12-23,Nebraska,277,58,9686,379,49,0,0
2017-12-30,Nebraska,306,81,9014,496,49,0,0
2018-01-06,Nebraska,318,82,8968,453,47,0,0
2018-01-13,Nebraska,347,109,9125,316,48,0,0
2018-01-20,Nebraska,401,98,9732,424,49,0,0
2018-01-27,Nebraska,445,108,9354,633,47,0,0
2018-02-03,Nebraska,505,125,10310,709,49,0,0
2018-02-10,Nebraska,611,184,9611,854,49,0,0
2018-02-17,Nebraska,537,174,10207,752,49,0,0
2018-02-24,Nebraska,468,159,9746,633,49,0,0
2018-03-03,Nebraska,422,152,8774,497,47,0,0
2018-03-10,Nebraska,346,105,9014,530,48,0,0
2018-03-17,Nebraska,267,88,8904,428,48,0,0
2018-03-24,Nebraska,231,50,8912,314,47,0,0
2018-03-31,Nebraska,197,33,8600,296,48,0,0
2018-04-07,Nebraska,155,22,8470,264,47,0,0
2018-04-14,Nebraska,144,19,7864,171,46,0,0
2018-04-21,Nebraska,118,14,7548,137,46,0,0
2018-04-28,Nebraska,114,13,7396,162,45,0,0
2018-05-05,Nebraska,93,10,7695,111,45,0,0
2018-05-12,Nebraska,70,2,8160,101,46,0,0
2018-05-19,Nebraska,69,0,7977,98,46,0,0
2018-05-26,Nebraska,80,0,6593,124,44,0,0
2018-06-02,Nebraska,62,0,5761,108,41,0,0
2018-06-09,Nebraska,54,0,7038,89,40,0,0
2018-06-16,Nebraska,37,0,6623,73,41,0,0
2018-06-23,Nebraska,52,0,5852,18,41,0,0
2018-06-30,Nebraska,32,0,6139,22,41,0,0
2018-07-07,Nebraska,58,0,6885,95,40,0,0
2018-07-14,Nebraska,31,0,5895,59,40,0,0
2018-07-21,Nebraska,45,0,7406,73,41,0,0
2018-07-28,Nebraska,49,0,6450,37,41,0,0
2018-08-04,Nebraska,30,0,6431,35,40,0,0
2018-08-11,Nebraska,57,0,6972,85,40,0,0
2018-08-18,Nebraska,48,0,4950,54,40,0,0
2018-08-25,Nebraska,56,0,7487,160,39,0,0
2018-09-01,Nebraska,71,0,7586,162,40,0,0
2018-09-08,Nebraska,61,0,7571,172,40,0,0
2018-09-15,Nebraska,100,0,7558,125,41,0,0
2018-09-22,Nebraska,62,0,7131,89,41,0,0
2018-09-29,Nebraska,79,0,6682,97,41,0,0
2018-10-06,Nebraska,83,0,4580,89,47,0,0
2018-10-13,Nebraska,108,0,7614,196,46,0,0
2018-10-20,Nebraska,103,0,3072,47,16,0,0
2018-10-27,Nebraska,116,0,8579,177,47,0,0
2018-11-03,Nebraska,151,0,8193,182,47,0,0
2018-11-10,Nebraska,108,1,7908,176,47,0,0
2018-11-17,Nebraska,131,1,6684,175,46,0,0
2018-11-24,Nebraska,122,1,6339,195,47,0,0
2018-12-01,Nebraska,150,0,7254,195,46,0,0
2018-12-08,Nebraska,164,11,7710,179,46,0,0
2018-12-15,Nebraska,198,33,8325,273,47,0,0
2018-12-22,Nebraska,305,67,9062,485,47,0,0
2018-12-29,Nebraska,283,80,8297,722,47,0,0
2019-01-05,Nebraska,289,68,8608,658,47,0,0
2019-01-12,Nebraska,308,75,9559,593,48,0,0
2019-01-19,Nebraska,312,93,9450,756,48,0,0
2019-01-26,Nebraska,314,97,9029,677,48,0,0
2019-02-02,Nebraska,356,127,8844,600,48,0,0
2019-02-09,Nebraska,328,87,8890,595,48,0,0
2019-02-16,Nebraska,270,65,9013,491,48,0,0
2019-02-23,Nebraska,244,62,8435,424,48,0,0
2019-03-02,Nebraska,211,26,8290,318,47,0,0
2019-03-09,Nebraska,211,29,5690,169,46,0,0
2019-03-16,Nebraska,193,16,8499,261,47,0,0
2019-03-23,Nebraska,159,13,7705,186,47,0,0
2019-03-30,Nebraska,146,14,8064,210,47,0,0
2019-04-06,Nebraska,144,7,9066,228,46,0,0
2019-04-13,Nebraska,140,5,9056,187,46,0,0
2019-04-20,Nebraska,154,5,8481,160,46,0,0
2019-04-27,Nebraska,116,1,8771,133,46,0,0
2019-05-04,Nebraska,109,0,7925,126,43,0,0
2019-05-11,Nebraska,95,0,8342,130,43,0,0
2019-05-18,Nebraska,122,3,8254,106,43,0,0
2019-05-25,Nebraska,96,2,7876,113,42,0,0
2019-06-01,Nebraska,74,0,7675,105,41,0,0
2019-06-08,Nebraska,64,0,7501,82,40,0,0
2019-06-15,Nebraska,69,0,7933,87,41,0,0
2019-06-22,Nebraska,26,0,8161,84,42,0,0
2019-06-29,Nebraska,27,1,8035,72,42,0,0
2019-07-06,Nebraska,37,0,7455,75,40,0,0
2019-07-13,Nebraska,30,0,7836,61,40,0,0
2019-07-20,Nebraska,34,0,7846,77,41,0,0
2019-07-27,Nebraska,31,0,7422,77,40,0,0
2019-08-03,Nebraska,32,0,8063,62,42,0,0
2019-08-10,Nebraska,24,0,8216,68,42,0,0
2019-08-17,Nebraska,32,0,8224,74,42,0,0
2019-08-24,Nebraska,41,0,8274,113,41,0,0
2019-08-31,Nebraska,43,0,7959,116,42,0,0
2019-09-07,Nebraska,36,0,6816,74,42,0,0
2019-09-14,Nebraska,46,0,8765,123,43,0,0
2019-09-21,Nebraska,36,0,8895,114,43,0,0
2019-09-28,Nebraska,46,0,7702,122,40,0,0
2019-10-05,Nebraska,62,0,11478,186,65,0,0
2019-10-12,Nebraska,59,0,11357,211,67,0,0
2019-10-19,Nebraska,77,0,12366,285,66,0,0
2019-10-26,Nebraska,97,1,12160,259,66,0,0
2019-11-02,Nebraska,81,0,11523,239,67,0,0
2019-11-09,Nebraska,112,3,11587,274,65,0,0
2019-11-16,Nebraska,130,16,11941,321,66,0,0
2019-11-23,Nebraska,165,43,13369,467,67,0,0
2019-11-30,Nebraska,228,47,11934,619,65,0,0
2019-12-07,Nebraska,193,33,13434,651,67,0,0
2019-12-14,Nebraska,222,76,13447,772,66,0,0
2019-12-21,Nebraska,229,70,13349,821,66,0,0
2019-12-28,Nebraska,273,125,13058,1342,65,0,0
2020-01-04,Nebraska,279,101,12898,1058,66,0,0
2020-01-11,Nebraska,212,58,12650,822,65,0,0
2020-01-18,Nebraska,184,57,11859,690,65,0,0
2020-01-25,Nebraska,140,45,12170,648,66,0,0
2020-02-01,Nebraska,203,60,11541,550,65,0,0
2020-02-08,Nebraska,184,57,12226,612,64,0,0
2020-02-15,Nebraska,160,36,11692,605,64,0,0
2020-02-22,Nebraska,155,50,11962,602,65,11,0
2020-02-29,Nebraska,158,30,12240,598,65,2,0
2020-03-07,Nebraska,155,33,12224,589,64,1,0
2020-03-14,Nebraska,184,33,11515,679,63,15,0
2020-03-21,Nebraska,161,23,9502,554,63,32,0
2020-03-28,Nebraska,56,1,7363,260,59,61,2
2020-04-04,Nebraska,43,0,6483,165,59,217,6
2010-10-09,Nevada,0,0,10499,175,30,0,0
2010-10-16,Nevada,0,0,11428,187,33,0,0
2010-10-23,Nevada,0,0,11335,171,34,0,0
2010-10-30,Nevada,0,0,11238,241,34,0,0
2010-11-06,Nevada,0,0,11541,204,35,0,0
2010-11-13,Nevada,0,0,9314,75,33,0,0
2010-11-20,Nevada,18,3,11167,294,34,0,0
2010-11-27,Nevada,0,0,9639,299,34,0,0
2010-12-04,Nevada,0,0,11244,325,34,0,0
2010-12-11,Nevada,19,7,12002,394,35,0,0
2010-12-18,Nevada,12,6,10263,440,33,0,0
2010-12-25,Nevada,15,8,14274,495,37,0,0
2011-01-01,Nevada,17,9,16055,624,38,0,0
2011-01-08,Nevada,24,10,19076,588,39,0,0
2011-01-15,Nevada,35,13,18647,618,38,0,0
2011-01-22,Nevada,47,17,17545,664,37,0,0
2011-01-29,Nevada,25,8,20128,772,38,0,0
2011-02-05,Nevada,50,25,19222,775,38,0,0
2011-02-12,Nevada,55,22,20357,756,39,0,0
2011-02-19,Nevada,55,22,19293,784,37,0,0
2011-02-26,Nevada,40,25,18733,762,37,0,0
2011-03-05,Nevada,33,21,11171,535,32,0,0
2011-03-12,Nevada,39,23,18908,619,37,0,0
2011-03-19,Nevada,31,21,18309,564,37,0,0
2011-03-26,Nevada,28,17,11402,490,34,0,0
2011-04-02,Nevada,33,9,19128,436,37,0,0
2011-04-09,Nevada,12,5,18443,408,36,0,0
2011-04-16,Nevada,14,4,13722,290,31,0,0
2011-04-23,Nevada,10,1,11900,372,34,0,0
2011-04-30,Nevada,11,3,17709,275,37,0,0
2011-05-07,Nevada,0,0,10866,273,32,0,0
2011-05-14,Nevada,0,0,10328,250,31,0,0
2011-05-21,Nevada,0,0,8111,64,29,0,0
2011-05-28,Nevada,0,0,7373,50,26,0,0
2011-06-04,Nevada,0,0,6971,51,26,0,0
2011-06-11,Nevada,0,0,6893,71,24,0,0
2011-06-18,Nevada,0,0,6570,58,23,0,0
2011-06-25,Nevada,0,0,7023,53,21,0,0
2011-07-02,Nevada,0,0,6512,42,22,0,0
2011-07-09,Nevada,0,0,6687,26,23,0,0
2011-07-16,Nevada,0,0,6596,33,21,0,0
2011-07-23,Nevada,0,0,6604,30,20,0,0
2011-07-30,Nevada,0,0,6580,34,19,0,0
2011-08-06,Nevada,0,0,6800,38,20,0,0
2011-08-13,Nevada,0,0,6960,30,20,0,0
2011-08-20,Nevada,0,0,6927,31,20,0,0
2011-08-27,Nevada,0,0,6015,30,19,0,0
2011-09-03,Nevada,0,0,6699,24,20,0,0
2011-09-10,Nevada,0,0,7338,41,20,0,0
2011-09-17,Nevada,0,0,7401,45,20,0,0
2011-09-24,Nevada,0,0,7381,40,20,0,0
2011-10-01,Nevada,0,0,7244,56,20,0,0
2011-10-08,Nevada,15,0,15659,65,33,0,0
2011-10-15,Nevada,30,0,14235,61,31,0,0
2011-10-22,Nevada,15,0,15968,81,33,0,0
2011-10-29,Nevada,10,0,15164,95,33,0,0
2011-11-05,Nevada,28,0,9701,99,31,0,0
2011-11-12,Nevada,32,1,15960,93,35,0,0
2011-11-19,Nevada,29,0,17074,94,35,0,0
2011-11-26,Nevada,14,0,12807,87,35,0,0
2011-12-03,Nevada,29,1,15201,94,34,0,0
2011-12-10,Nevada,29,0,10184,82,32,0,0
2011-12-17,Nevada,33,3,15995,110,36,0,0
2011-12-24,Nevada,18,1,8956,97,33,0,0
2011-12-31,Nevada,0,0,8747,116,33,0,0
2012-01-07,Nevada,15,0,8887,84,30,0,0
2012-01-14,Nevada,25,1,8312,67,30,0,0
2012-01-21,Nevada,33,5,15770,131,33,0,0
2012-01-28,Nevada,47,10,8767,135,29,0,0
2012-02-04,Nevada,47,12,7974,149,29,0,0
2012-02-11,Nevada,41,14,9533,246,30,0,0
2012-02-18,Nevada,42,19,16905,279,34,0,0
2012-02-25,Nevada,36,21,17652,273,35,0,0
2012-03-03,Nevada,53,23,14820,254,32,0,0
2012-03-10,Nevada,66,40,9822,216,29,0,0
2012-03-17,Nevada,63,47,17603,340,34,0,0
2012-03-24,Nevada,54,34,9142,190,29,0,0
2012-03-31,Nevada,32,19,14561,214,32,0,0
2012-04-07,Nevada,34,19,15223,182,32,0,0
2012-04-14,Nevada,24,6,16055,132,33,0,0
2012-04-21,Nevada,28,10,15522,120,32,0,0
2012-04-28,Nevada,33,10,15293,89,30,0,0
2012-05-05,Nevada,29,6,8231,68,26,0,0
2012-05-12,Nevada,35,10,7925,85,26,0,0
2012-05-19,Nevada,14,3,14855,96,30,0,0
2012-05-26,Nevada,27,7,7994,102,25,0,0
2012-06-02,Nevada,16,7,7923,114,25,0,0
2012-06-09,Nevada,13,2,13446,60,29,0,0
2012-06-16,Nevada,18,6,7144,43,23,0,0
2012-06-23,Nevada,12,2,12951,100,28,0,0
2012-06-30,Nevada,15,5,12973,42,26,0,0
2012-07-07,Nevada,15,1,11214,42,25,0,0
2012-07-14,Nevada,20,1,10945,19,24,0,0
2012-07-21,Nevada,23,1,11755,41,23,0,0
2012-07-28,Nevada,16,0,12435,37,25,0,0
2012-08-04,Nevada,11,0,10139,15,23,0,0
2012-08-11,Nevada,0,0,6865,34,21,0,0
2012-08-18,Nevada,0,0,7118,44,21,0,0
2012-08-25,Nevada,14,0,7353,35,21,0,0
2012-09-01,Nevada,13,0,6891,41,21,0,0
2012-09-08,Nevada,18,0,6251,39,20,0,0
2012-09-15,Nevada,14,0,7244,113,21,0,0
2012-09-22,Nevada,19,0,7035,48,20,0,0
2012-09-29,Nevada,18,0,5751,33,18,0,0
2012-10-06,Nevada,21,1,16463,89,37,0,0
2012-10-13,Nevada,19,0,16222,77,36,0,0
2012-10-20,Nevada,15,0,16156,97,37,0,0
2012-10-27,Nevada,24,0,14372,118,36,0,0
2012-11-03,Nevada,19,2,15352,81,35,0,0
2012-11-10,Nevada,21,0,15173,90,34,0,0
2012-11-17,Nevada,15,0,14818,109,35,0,0
2012-11-24,Nevada,17,1,12933,98,35,0,0
2012-12-01,Nevada,33,1,14746,128,35,0,0
2012-12-08,Nevada,36,2,14740,102,32,0,0
2012-12-15,Nevada,49,9,14717,155,34,0,0
2012-12-22,Nevada,39,5,7758,127,28,0,0
